sentiment,content
sadness,"just got back home, shit.. again meeting tmrw,staying at sea view, i even dont my fresh undergarments  tiring, 13 hrs working days"
happiness,@XLesseyX good and you cup cake
happiness,My Rishloves make me smile: @rishlooband ...
happiness,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...
happiness,"@rozarin whaa?  you really should.  2 and 3 are definitely optional, though.  I liked them, but I'm also crazy."
sadness,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
sadness,I need to sit  my insides hurt ughhh
happiness,Happy Mothers Day
sadness,it's Blockbuster week in New Zealand - &quot;Wolverine&quot; tomorrow followed by &quot;Star Trek&quot; on Thursday!
sadness,"@pauldoussay Yes, I'm the only stupid girl of my kind!!"
sadness,Broke the laptop again...
happiness,Just got home from a day of pampering and shopping!!!! My white outfit is now totally complete
happiness,getting ready for summy yummy cocoa crispies
sadness,"@Japumpy I need botox work on the lips if I'm going to change my name to Angelina Jolie, but it's a thought! Sad though about the racism"
sadness,"Recession hit Veronique Branquinho, she has to quit her company, such a shame!"
happiness,Weetabix and Choco milk  Yum!
sadness,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!
sadness,God I just want to sleep.
happiness,is at work...gettin paid to sit on my arse as there are no guests down yet!! mum is comin up after  eexcited
sadness,"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!"
sadness,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round"
sadness,fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?
sadness,Sick kid trumps advance planning.  Bummer
sadness,Im going bed i dnt feel well as always
happiness,@irontec Thanks for the support
sadness,"Poor Greg  stupid UK, always doing the sympathy vote. xo"
happiness,yay .. sherbert and chocolate ... very nutritious
happiness,@angelakeen the next wk I C Drs too but maybe then? I would love it! I did go to Mac Grill.  John was not there! Thought of U!
happiness,Thank you guts for 360 followers! It means a lot!
happiness,@slashfilm peter!! follow me!! oh and have fun in europe!
sadness,@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted
happiness,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
happiness,lol @ kalahari.net marketing - &quot;may the 4th be with you&quot;
happiness,@officialTila Thanks for the interview mama!  Enjoy your night
sadness,Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP
happiness,@ankita_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter's lab
sadness,@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do
happiness,Smith/Amherst mini-reunion last night was fun- how i miss the old days
sadness,"Yeah, that didn't last long.."
sadness,Dosen't Want To Go To Work Tomorrow
happiness,"Shhhweeeet-jay-z, bros back from from prom"
sadness,"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!"
happiness,@inkcircles Thank you!
sadness,"@lonejohnny awwww  I'll be waiting then, hope it doesn't rain"
sadness,"@meli_beli haha yeah u did, oh well theres always next yr  chin up princess hehe"
happiness,"this thing really demands a lot of time! anyways, gotta get some breakfast and watch naruto's latest episode"
happiness,@EmilyYoung09 havin fun? x btw isnt it bowling? x  xx
sadness,Going to fold laundry and then hit the sack. I have boring saturday evenings
happiness,@wp101 Cheers! will do
happiness,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,"
sadness,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
happiness,is excited about so R and R for mother's day
happiness,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
happiness,"@kristyknox Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK porn on youtube instead! LMAO!"
sadness,@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him
sadness,@susiegroove yes i did - as a thank you. have contacted them 2ce but no response
sadness,@spyou Oh no!  I'm so sorry!    I hope you're back on the bike soon.
happiness,@justinphillip. Awesome!  what kind?
happiness,"@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger"
sadness,@dougreport just checked again and it worked!! Sorry
sadness,"@Laura_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!"
sadness,@theDebbyRyan How does it look like a Ninja Tutle?!  xo lol
sadness,Laying in bed sore and snuggeling domino... I don't wanna work out today
happiness,@LiannaKnight: We can't wait to see you!   This week can not go fast enough!
sadness,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!"
happiness,Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans &amp; chanclas all week!
sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
sadness,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies
sadness,"Off to play Tennis at Bel Air, courts are wet  but, we will play anyway."
sadness,i hate interviews. im going to do horrible today
sadness,i dont get it
happiness,Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic.
happiness,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!"
happiness,awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper
happiness,"@amedawg18 Haha, that's great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!"
sadness,why not everything workout as you planned.
happiness,Just finished filming for the day  another fun day on the set! Hahaha!
happiness,GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.
sadness,Busy day! No time to tweet  Bmore what's happening this weekend?
happiness,oh yes! Level 40
sadness,Massive headache
happiness,@santoscarmen that's a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen
sadness,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
sadness,"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE"
sadness,Why is it soooo cold &amp; ugly out??
happiness,finish some sketches und then go out an skate! Yeeeehaaa! got a new deck
sadness,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...
happiness,@mjasenn i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town
sadness,"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½"
sadness,@BigHugClub that gets around the problem I had of doing it all myself  good idea.
sadness,(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!
sadness,i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..
sadness,@anachronous I miss you
happiness,http://slingalink.com/eVicE1 my daughters kindergarden  !
happiness,"just put the brats to bed, now im chillin with noodle"
sadness,@AlanCarr Quaver Sandwiches  and tea.
sadness,@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
sadness,OFFICIALLY booked for seattle with @cfine1 and @ebotkin12 it's going to be THE best birthday weekend EVER!  @bradlawrence :you made me sad
happiness,Wearing my new Victoria's Secret slippers
happiness,@davorkapozgan CongratulationS. Great funky site! U did it waaw
sadness,Missing @smartbrain from BKK na.
happiness,@johnlegend  Thats charmingly funny
sadness,"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!"
sadness,Edge left me off the contributors list in this month's issue.  x FFS. &lt;- Werd
sadness,@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!
sadness,goodbye picnic for a classmate today  but the weather was fucking beautifuul!!!
sadness,@wimnms well i miss her i think she would really like it  re:trina
happiness,Just finished watching the last of Star Wars
sadness,"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there."
sadness,i just realized today was my last day to see my best friend tanner im goin to miss him so much
happiness,@tkpleslie Have a friend that calls me &quot;Mother Earth&quot; when ever he seems me. Nurturing is second nature to some. (me) Have God Babies.
sadness,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.
happiness,@sugafactory omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins
sadness,not looking forward to driving in this storm.
happiness,I am now eating one of those big subway cookies with a glass of warm milk. YUM
sadness,@AsherUK i wanted to go for my birthday...
sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!
happiness,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3"
sadness,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.
sadness,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..
happiness,Getting the FAB portraits ready to upload today
sadness,my puppy is sick
happiness,"@pixelbase @steverumsby I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009"
happiness,"@Postlemonkey Oh, awesome, I have Yahooo!  Good night, sleep tight, don't let the bed bugs bite!"
happiness,Good morning   http://bit.ly/Tjvhv
happiness,@kyleandjackieo what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs
